owner,cablesystem,region,SHAPE__Length,shortname,objectid,SHAPE__Area,status
,,Pacific Northwest,5580.56301838668,,2670,728018.508996175,Abandoned
,,Pacific Northwest,3106.53657348802,,2671,295124.77896526,
,,Pacific Northwest,15554.0770017005,,2672,3059677.33645101,Abandoned
,,Pacific Northwest,3334.01989568022,,2673,314457.15691542,
,,Pacific Northwest,6179.89787932934,,2674,1310608.05996241,Abandoned
,,Pacific Northwest,19765.6579103794,,2675,15920583.0756188,
,,Pacific Northwest,580243.670091623,,2676,465850654.419315,
,Telephone Cable,Pacific Northwest,687.995517667358,,2677,12034.76302824,
,Telephone Cable,Pacific Northwest,996.197775249049,,2678,30413.76457195,
,,Pacific Northwest,67015.2887495485,,2679,25923445.773664,Abandoned
,,Pacific Northwest,54636.4383558706,,2680,8090407.02225364,
,,Pacific Northwest,9626.00762918657,,2681,624893.70929911,
,,Pacific Northwest,1224.18910555343,,2682,82842.533531715,
,,Pacific Northwest,3421.20387150401,,2683,260737.63955078,
,,Pacific Northwest,3083.57747825313,,2684,212524.34076035,
,,Pacific Northwest,2031.99048196601,,2685,127339.373899565,
,,Pacific Northwest,1347.02451801667,,2686,56557.092470345,
,,Pacific Northwest,30658.5104639308,,2687,8555242.81324396,Abandoned
,,Pacific Northwest,4359.93504358526,,2688,525987.809682985,
,,Pacific Northwest,4425.08024390928,,2689,568267.9661456,
,,Pacific Northwest,178.402408296179,,2690,1384.285259705,
,,Pacific Northwest,2086.43825470359,,2691,245221.438260955,
,,Pacific Northwest,350.469815541558,,2692,7556.30816965,
,,Pacific Northwest,164273.794944778,,2693,46188202.9745814,
,,Pacific Northwest,405639.459447448,,2694,111327427.315528,
,,Pacific Northwest,30484.4813012977,,2695,23344080.7269462,
,,Pacific Northwest,328787.51313029,,2696,206180881.570728,
,,Pacific Northwest,42637.5352500095,,2697,38034578.6284335,
,,Pacific Northwest,607538.33950371,,2698,514240064.852216,
,,Pacific Northwest,34872.0677429966,,2699,24881587.3666347,
,,Pacific Northwest,21374.9915926557,,2700,9699526.77074759,
,,West Coast,15972.7868862616,,2701,1611554.47571519,
,,West Coast,2334.02446496846,,2702,170493.447011555,
,,West Coast,2359.49445378256,,2703,167487.746019375,
,,West Coast,11881.8730501121,,2704,2386284.74323025,
,,West Coast,3253.52863658846,,2705,429728.09924383,
,,East Coast,6218.1529024699,,2706,821226.373648685,
,,East Coast,2578.18900253732,,2707,321200.440200535,
,,East Coast,2407.8618398226,,2708,258082.115737825,
Front Range Topco Inc,American-Canada 1,West Coast,84390.7142572734,AmeriCan 1-B,2709,16528587.8523732,In Service
Front Range Topco Inc,American-Canada 1,West Coast,47314.2578756661,AmeriCan 1-C,2710,3427557.35317589,In Service
Front Range Topco Inc,American-Canada 1,West Coast,42842.5326857,AmeriCan 1-C,2711,3044786.42559105,In Service
Front Range Topco Inc,American-Canada 1,West Coast,32598.5498571146,AmeriCan 1-C,2712,2632749.95614165,In Service
,,West Coast,21077.9730879129,,2713,4345773.40377024,
Front Range Topco Inc,American-Canada 1,West Coast,47330.5211620476,AmeriCan 1-C,2714,3343094.31749889,In Service
,,West Coast,39751.5077545215,,2715,8896707.91535019,
Front Range Topco Inc,American-Canada 1,West Coast,23261.0818853819,AmeriCan 1-A,2716,1713736.21938014,In Service
Front Range Topco Inc,American-Canada 1,West Coast,4977.35462488432,AmeriCan 1-A,2717,333569.795501795,In Service
Front Range Topco Inc,American-Canada 1,West Coast,191784.31116455,AmeriCan 1-A,2718,22208817.2439604,In Service
,Oahu Sub Tie,Pacific Islands,182586.542484288,Oahu Sub Tie,2719,5986666.25797029,Abandoned
,,Pacific Northwest,1710736.65624084,,2720,1088648815.16523,
Southeast Alaska Power Agency,Southeast Alaska Power Agency,Pacific Northwest,42547.902122873,SEAPA,2721,69135530.7740556,In Service
Pacific Gas and Electric,Embarcadero-Potrero,West Coast,9950.78329748266,3 x 230 kV,2722,864879.16778173,In Service
Petroleum Communications Inc,FinerWeb,Gulf of America,1528434.84014075,FiberWeb,2723,53374523.5205437,In Service
AJC Ltd,Australia Japan Cable,Pacific Islands,136904.999174103,AJC,2724,4307297.66265577,In Service
AT&T Corp,Guam Philippines,Pacific Islands,881867.97787011,Guam Philippines,2725,27787280.0353586,Out of Service
AT&T Corp,Guam Okinawa Kyushu Incheon Cable,Pacific Islands,107877.967916444,GOKI,2726,3398626.96589294,In Service
Edge USA and GU Holdings,Echo Cable System,Pacific Islands,112241.692753206,Echo,2727,3525451.08518628,In Service
AT&T Corp,Hawaii Guam 2,Pacific Islands,1012223.83120049,Hawaii Guam 2,2728,32053084.3380577,Out of Service
AT&T Corp,Asia America Gateway,Pacific Islands,987830.330454343,AAG,2729,31260815.8574306,In Service
Allied Capital Corporation,Transpacific Cable 5,Pacific Islands,160233.883767926,TPC 5,2730,5047525.36193447,Out of Service
AJC Ltd,Australia Japan Cable,Pacific Islands,128277.924386845,AJC,2731,4039582.96208782,In Service
AT&T Corp,China U.S. Cable Network,Pacific Islands,110883.307624085,China U.S.,2732,3484976.69177222,Out of Service
AT&T Corp,Guam Philippines Taiwan,Pacific Islands,826544.033132176,GPT,2733,26088937.9063215,Out of Service
AT&T Corp,Asia America Gateway,Pacific Islands,837234.049768358,AAG,2734,26373030.7553745,In Service
